authors,published_parsed,summary,arxiv_primary_category,weights,pagenum,refnum,category
[u'Carlton M. Caves'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=17, tm_min=35, tm_sec=9, tm_wday=0, tm_yday=24, tm_isdst=0)","Using a temporal version of the Copernican principle, Gott has proposed a
statistical predictor of future longevity based on present age [J. R. Gott III,
Nature 363, 315 (1993)] and applied the predictor to a variety of examples,
including the longevity of the human species. Though Gott's proposal contains a
grain of truth, it does not have the universal predictive power that he
attributes to it.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,17,9,astro-ph
[u'Pin-Gao Gu'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=21, tm_min=22, tm_sec=55, tm_wday=3, tm_yday=20, tm_isdst=0)","By employing the equations of mean-square vorticity (enstrophy) fluctuations
in strong shear flows, we demonstrate that unlike energy production of
turbulent vorticity in nonrotating shear flows, the turbulent vorticity of weak
convection in Keplerian disks cannot gain energy from vortex stretching/tilting
by background shear unless the asscoiated Reynolds stresses are negative. This
is because the epicyclic motion is an energy sink of the radial component of
mean-square turbulent vorticity in Keplerian disks when Reynolds stresses are
positive. Consequently, weak convection cannot be self-sustained in Keplerian
flows. This agrees with the results implied from the equations of mean-square
velocity fluctuations in strong shear flows. Our analysis also sheds light on
the explanation of the simulation result in which positive kinetic helicity is
produced by the Balbus-Hawley instability in a vertically stratified Keplerian
disk. We also comment on the possibility of outward angular momentum transport
by strong convection based on azimuthal pressure perturbations and directions
of energy cascade.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,8,50,astro-ph
"[u'M. C. Gonzalez-Garcia', u'C. Pe\xf1a-Garay']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=3, tm_hour=14, tm_min=8, tm_sec=36, tm_wday=0, tm_yday=3, tm_isdst=0)","In this talk we present the results of an updated global analysis of
two-flavor MSW solutions to the solar neutrino problem in terms of conversions
of $\nu_e$ into active or sterile neutrinos including the the full data set
corresponding to the 825-day Super-Kamiokande data sample as well as to
Chlorine, GALLEX and SAGE experiments.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,5,14,hep-ph
[u'Stefanie Komossa'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=14, tm_hour=17, tm_min=29, tm_sec=1, tm_wday=4, tm_yday=14, tm_isdst=0)","One efficient method to probe the direct vicinity of SMBHs in nearby galaxies
is to make use of the detection of flares from tidally disrupted stars (e.g.,
Lidskii & Ozernoi 1979, Rees 1988). The first few excellent candidates for the
occurrence of this process in non-active galaxies have emerged recently. Here,
we present a review of these observations, compare with variability in AGN, and
discuss theoretical implications. We concentrate on the cases of NGC 5905 and
RXJ1242-1119, and report results from a systematic search for further X-ray
flares from a sample of >100 nearby galaxies.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,6,73,astro-ph
"[u'P. Hernandez', u'K. Jansen', u'L. Lellouch']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=11, tm_hour=7, tm_min=50, tm_sec=52, tm_wday=1, tm_yday=11, tm_isdst=0)","We describe in some detail our numerical treatment of Neuberger's lattice
Dirac operator as implemented in a practical application. We discuss the
improvements we have found to accelerate the numerical computations and give an
estimate of the expense when using this operator in practice.","{'term': u'hep-lat', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,14,20,hep-lat
[u'Miao Li'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=7, tm_min=12, tm_sec=8, tm_wday=4, tm_yday=28, tm_isdst=0)","We clarify the relation between the recently formulated holographic
renormalization group equation and Polchinski's exact renormalization group
equation.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,11,25,hep-th
"[u'B. Alles', u'L. Cosmai', u""M. D'Elia"", u'A. Papa']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=10, tm_min=5, tm_sec=21, tm_wday=0, tm_yday=24, tm_isdst=0)","Two-dimensional CP**(N-1) models are used to compare the behavior of
different cooling techniques on the lattice. Cooling is one of the most
frequently used tools to study on the lattice the topological properties of the
vacuum of a field theory. We show that different cooling methods behave in an
equivalent way. To see this we apply the cooling methods on classical
instantonic configurations and on configurations of the thermal equilibrium
ensemble. We also calculate the topological susceptibility by using the cooling
technique.","{'term': u'hep-lat', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,25,27,hep-lat
"[u'A. Chakrabarti', u'R. Chakrabarti']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=4, tm_hour=15, tm_min=29, tm_sec=43, tm_wday=1, tm_yday=4, tm_isdst=0)","Using a contraction procedure, we construct a twist operator that satisfies a
shifted cocycle condition, and leads to the Jordanian quasi-Hopf U_{h;y}(sl(2))
algebra. The corresponding universal ${\cal R}_{h}(y)$ matrix obeys a
Gervais-Neveu-Felder equation associated with the U_{h;y}(sl(2)) algebra. For a
class of representations, the dynamical Yang-Baxter equation may be expressed
as a compatibility condition for the algebra of the Lax operators.","{'term': u'math.QA', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,10,16,math.QA
"[u'U. Hopp', u'D. Engels', u'R. F. Green', u'A. V. Ugryumov', u'Y. I. Izotov', u'H. -J. Hagen', u'A. Y. Kniazev', u'V. A. Lipovetsky', u'S. A. Pustilnik', u'N. Brosch', u'J. Masegosa', u'J. -M. M artin', u""I. M'arquez""]","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=5, tm_hour=11, tm_min=37, tm_sec=56, tm_wday=2, tm_yday=5, tm_isdst=0)","We present the third list with results {Tables 2 to 6 are available only in
electronic form at the CDS via anonymous ftp to cdsarc.u-strasbg.fr
(130.79.128.5) or via http://cdsweb.u-strasbg.fr/Abstract.html. Figures A1 to
A9 will be made available only in the electronic version of the journal.} of
the Hamburg/SAO Survey for Emission-Line Galaxies (HSS therein, SAO - Special
Astrophysical Observatory, Russia). This survey is based on the digitized
objective-prism photoplate database of the Hamburg Quasar Survey (HQS).
  Here, we present new spectroscopic results of candidates which were obtained
in 1998 with the 2.1 m KPNO and the 2.2 m Calar Alto telescopes. All candidates
are selected in the declination band +35$^{\circ}$ to +40$^{\circ}$.
  The follow-up spectroscopy with the 2 m class telescopes confirmed 85
emission-line objects out of 113 observed candidates and allowed their
quantitative spectral classification. For 80 of them, the redshifts are
determined for the first time. For 5 previously known ELGs, line ratios are
presented for the first time. We could classify 55 out of the 85 emission-line
objects as BCG/H{\sc ii} galaxies or probable BCGs, 4 - as QSOs, 6 - as Seyfert
galaxies, 1 - as super-association in a subluminous spiral galaxy, and 11 are
low-excitation objects - either starburst nuclear (SBN), or dwarf amorphous
nuclear starburst galaxies (DANS). We could not classify 8 ELGs. Further, for 8
more galaxies we did not detect any significant emission lines.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.08333333333333333,20,325,astro-ph
"[u'C. Castellani', u'C. Di Castro', u'M. Grilli', u'A. Perali']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=15, tm_min=50, tm_sec=44, tm_wday=0, tm_yday=17, tm_isdst=0)","The evidence of edge-gaps around the M-points in the metallic state of
underdoped cuprates has triggered a very active debate on their origin. We
first consider the possibility that this spectroscopic feature results from a
quasi-static charge ordering taking place in the underdoped regime. It comes
out that to explain the coexistence of gaps and arcs on the Fermi surface the
charge modulation should be in an eggbox form. In the lack of evidences for
that, we then investigate the local pairing induced by charge-stripe
fluctuations. A proper description of the strong anisotropy of both the
interactions and the Fermi velocities requires a two-gap model for pairing. We
find that a gap due to incoherent pairing forms near the M-points, while
coherence is established by the stiffness of the pairing near the nodal points.
The model allows for a continuos evolution from a pure BCS pairing (over- and
optimally doped regime) to a mixed boson-fermion model (heavily underdoped
regime).","{'term': u'cond-mat.supr-con', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,4,18,cond-mat.supr-con
"[u'J. M. Bonnet-Bidaud', u'M. Mouchet', u'N. M. Shakhovskoy', u'T. A. Somova', u'N. N. Somov', u'I. L. Andronov', u'D. de Martino', u'S. V. Kolesnikov', u'Z. Kraicheva']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=19, tm_min=5, tm_sec=21, tm_wday=0, tm_yday=24, tm_isdst=0)","A study of AM Her low states in September 1990 and 1991 and June-July 1997 is
reported from a coordinated campaign with observations obtained at the
Haute-Provence observatory, at the 6-m telescope of the Special Astrophysical
Observatory and at the 2.6m and 1.25m telescopes of the Crimean observatory.
Spectra obtained at different dates when the source was in low states at a
comparable V magnitude, show the presence of strong Zeeman absorption features
and marked changes in emission lines with a day-to-day reappearance of the HeII
(4686\AA) emission lines in 1991. Despite this variability, the magnetic field
inferred from the fitting of the absorption spectrum with Zeeman hydrogen
splitting, is remarkably constant with a best value of (12.5$\pm$0.5)MG.
Detailed analysis of the UBVRI light curves shows the presence of repetitive
moderate amplitude ($\sim$ 0.3-0.5 mag) flares predominantly red in colour.
These flares are attributed to small accretion events and are compared to the
large ($\sim$ 2 mag.) blue flare reported by Shakhovskoy et al. (1993). We
suggest that the general flaring activity observed during the low states is
generated by accretion events. The different characteristics of the flares
(colour and polarization) are the results of different shock geometries
depending on the net mass accretion flux.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.125,10,37,astro-ph
"[u'David D. Song', u'Lucien Hardy']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=16, tm_min=48, tm_sec=41, tm_wday=4, tm_yday=28, tm_isdst=0)","We derive the transformation for the optimal universal quantum anti-cloner
which produces two anti-parallel outputs for a single input state. The fidelity
is shown to be 2/3 which is same as the measurement fidelity. We consider a
probabilistic quantum anti-cloner and show quantum states can be anti-cloned
exactly with non-zero probability and its efficiency is higher than the
efficiency of distinguishing between the two states.","{'term': u'quant-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,11,14,quant-ph
"[u'Zalan Horvath', u'Robert L. Karp', u'Laszlo Palla']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=5, tm_hour=22, tm_min=57, tm_sec=41, tm_wday=2, tm_yday=5, tm_isdst=0)","We study the two loop quantum equivalence of sigma models related by
Buscher's T-duality transformation. The computation of the two loop
perturbative free energy density is performed in the case of a certain
deformation of the SU(2) principal sigma model, and its T-dual, using
dimensional regularization and the geometric sigma model perturbation theory.
We obtain agreement between the free energy density expressions of the two
models.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,28,29,hep-th
"[u'C. Destri', u'E. Manfredini']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=10, tm_min=33, tm_sec=49, tm_wday=1, tm_yday=18, tm_isdst=0)","The $\lambda \phi^4$ model in a finite volume is studied in the infinite $N$
limit both at equilibrium and out of equilibrium, with particular attention to
certain fundamental features of the broken symmetry phase. The numerical
solution of the dynamical evolution equations shows that the zero-mode quantum
fluctuations cannot grow macroscopically large starting from microscopic
initial conditions. Thus we conclude that there is no evidence for a dynamical
Bose-Einstein condensation, in the usual sense. On the other hand, out of
equilibrium the long-wavelength fluctuations do scale with the linear size of
the system, signalling dynamical infrared properties quite different from the
equilibrium ones characteristic of the same approximation scheme.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,24,29,hep-ph
